TeamID,"Team Name","ottoneu ID","FG MajorLeagueID","FG MinorLeagueID",Name,"MLB Team",Position(s),Salary
10881,"Look Out Bello",35675,21448,sa3008311,"Davis Martin",CHW,SP,$1
10881,"Look Out Bello",38352,27814,sa3014447,"Shane Drohan",MIL,SP/RP,$1
10897,"Five-cent head",33625,23697,sa3005720,"Julio Rodriguez",SEA,OF,$52
10897,"Five-cent head",36338,26668,sa3009289,"Elly De La Cruz",CIN,SS,$43
10897,"Five-cent head",18386,14344,sa657863,"Matt Olson",ATL,1B,$31
10897,"Five-cent head",40927,30116,sa3018052,"Seiya Suzuki",CHC,OF,$31
10897,"Five-cent head",23654,19197,sa873265,"Will Smith",LAD,C,$29
10897,"Five-cent head",18480,17678,sa659419,"Alex Bregman",CHC,3B,$26
10897,"Five-cent head",31751,19853,sa874220,"Michael King",SDP,SP,$17
10897,"Five-cent head",23651,13066,sa596861,"Teoscar Hernandez",LAD,OF,$16
10897,"Five-cent head",38312,27463,,"Garrett Crochet",BOS,SP,$15
10897,"Five-cent head",40862,31757,sa3017934,"Mason Miller",SDP,RP,$14
10897,"Five-cent head",18397,16556,sa830219,"Ozzie Albies",ATL,2B,$10
10897,"Five-cent head",40550,29837,sa3017414,"Bryce Miller",SEA,SP,$8
10897,"Five-cent head",21708,17338,sa830274,"Willi Castro",COL,1B/2B/SS/3B/OF,$8
10897,"Five-cent head",18171,14078,sa621625,"Michael Wacha",KCR,SP,$6
10897,"Five-cent head",33652,24618,sa3007051,"Ryan Jeffers",MIN,C,$5
10897,"Five-cent head",38368,27615,sa3014466,"Alec Burleson",STL,1B/OF,$5
10897,"Five-cent head",45790,35456,sa3045705,"Trey Yesavage",TOR,SP,$5
10897,"Five-cent head",22331,19913,sa872787,"Jesus Sanchez",TOR,OF,$5
10897,"Five-cent head",26154,22715,sa3003246,"Maikel Garcia",KCR,2B/SS/3B/OF,$5
10897,"Five-cent head",42146,31595,sa3019973,"Brooks Lee",MIN,2B/SS/3B,$4
10897,"Five-cent head",42712,31807,sa3020652,"Troy Melton",DET,SP/RP,$4
10897,"Five-cent head",18547,18564,sa874246,"Trent Grisham",NYY,OF,$4
10897,"Five-cent head",40607,29911,sa3017529,"Andrew Abbott",CIN,SP,$4
10897,"Five-cent head",46221,35418,sa3034986,"Gage Jump",ATH,SP,$3
10897,"Five-cent head",42312,31475,sa3020080,"Logan Henderson","MIL AAA",SP,$3
10897,"Five-cent head",38456,,sa3014693,"Emmanuel Rodriguez","MIN AAA",OF,$3
10897,"Five-cent head",38339,27889,sa3014428,"J.T. Ginn",ATH,SP/RP,$3
10897,"Five-cent head",22668,18383,sa874715,"Michael Soroka",ARI,SP/RP,$3
10897,"Five-cent head",26531,20348,sa3004210,"Riley O'Brien",STL,RP,$3
10897,"Five-cent head",32655,19354,sa918048,"Luke Raley",SEA,1B/OF,$3
10897,"Five-cent head",38315,27470,sa3014456,"Emerson Hancock",SEA,SP/RP,$3
10897,"Five-cent head",42653,31827,sa3020570,"Zebby Matthews",MIN,SP,$2
10897,"Five-cent head",14895,11899,sa549081,"Joc Pederson",TEX,Util,$2
10897,"Five-cent head",34921,21622,sa3007015,"Jake McCarthy",COL,OF,$2
10897,"Five-cent head",44470,,sa3023233,"George Lombard Jr.","NYY AAA",SS,$2
10897,"Five-cent head",42428,31791,sa3020240,"Justin Crawford",PHI,OF,$2
10897,"Five-cent head",44083,,sa3022672,"Yohandy Morales","WSN AAA",1B/3B,$1
10897,"Five-cent head",13335,13164,sa548722,"Eduardo Rodriguez",ARI,SP,$1
10897,"Five-cent head",40648,29869,sa3017598,"Michael McGreevy",STL,SP,$1
10897,"Five-cent head",41926,31204,sa3019501,"Justin Wrobleski",LAD,SP/RP,$1
10897,"Five-cent head",35650,25332,sa3008272,"Endy Rodriguez",PIT,C/1B,$1
10899,"Prospects R Us",33600,19755,,"Shohei Ohtani",LAD,Util/SP,$78
10899,"Prospects R Us",40142,29490,sa3016829,"Jackson Merrill",SDP,OF,$19
10899,"Prospects R Us",33647,21483,sa3008547,"Shane McClanahan",TBR,SP,$16
10899,"Prospects R Us",31194,17277,sa659551,"Ranger Suarez",BOS,SP,$8
10899,"Prospects R Us",23790,13649,sa598167,"Clay Holmes",NYM,SP,$7
10899,"Prospects R Us",18160,14162,sa657850,"Carlos Correa",HOU,SS/3B,$7
10899,"Prospects R Us",37841,26319,sa3011540,"Michael Busch",CHC,1B,$6
10899,"Prospects R Us",46310,35466,sa3043900,"Payton Tolle",BOS,SP,$5
10899,"Prospects R Us",40371,29695,sa3017154,"Matt McLain",CIN,2B/SS,$5
10899,"Prospects R Us",47555,,sa3069247,"Seth Hernandez","PIT A+",SP,$5
10899,"Prospects R Us",36682,25977,sa3011297,"Quinn Priester",MIL,SP/RP,$4
10899,"Prospects R Us",38398,27815,sa3014499,"Jordan Westburg",BAL,2B/3B,$4
10899,"Prospects R Us",43966,33322,sa3022615,"Matt Shaw",CHC,3B/OF,$4
10899,"Prospects R Us",37797,26368,sa3011642,"JJ Bleday",CIN,OF,$3
10899,"Prospects R Us",45789,35061,sa3025261,"Ryan Waldschmidt","ARI AAA",OF,$3
10899,"Prospects R Us",43893,,sa3022683,"Max Clark","DET AAA",OF,$3
10899,"Prospects R Us",41335,,sa3018584,"Josue Briceno","DET A",C/1B,$3
10899,"Prospects R Us",36030,26517,sa3008745,"Noelvi Marte",CIN,3B/OF,$3
10899,"Prospects R Us",44487,33435,sa3023268,"Thomas White","MIA AAA",SP,$3
10899,"Prospects R Us",18462,12970,sa597766,"Joe Musgrove",SDP,RP,$3
10899,"Prospects R Us",42598,31621,sa3020475,"Spencer Miles",TOR,RP,$2
10899,"Prospects R Us",40460,29779,sa3017290,"Max Muncy",ATH,2B/SS/3B,$2
10899,"Prospects R Us",44349,33708,sa3023069,"Cooper Ingle",CLE,C,$2
10899,"Prospects R Us",42794,31857,sa3020808,"Connor Prielipp",MIN,SP,$2
10899,"Prospects R Us",45947,35177,sa3025452,"Carson Benge",NYM,OF,$2
10899,"Prospects R Us",45715,,sa3025257,"Charlie Condon","COL AAA",1B/OF,$2
10899,"Prospects R Us",40541,29844,sa3017400,"Liam Hicks",MIA,C/1B,$2
10899,"Prospects R Us",37786,26299,sa3011468,"Josh Jung",TEX,3B,$2
10899,"Prospects R Us",32576,19955,sa917933,"Gavin Lux",TBR,2B/3B/OF,$2
10899,"Prospects R Us",22654,17988,sa874242,"Tyler Stephenson",CIN,C,$2
10899,"Prospects R Us",35725,23986,sa3008392,"Curtis Mead",WSN,1B/2B/3B,$2
10899,"Prospects R Us",36539,26944,sa3009613,"Edgardo Henriquez",LAD,RP,$2
10899,"Prospects R Us",32492,21924,sa917772,"Juan Morillo",ARI,RP,$1
10899,"Prospects R Us",30833,15130,sa658613,"Drew Anderson",DET,RP,$1
10899,"Prospects R Us",22968,20629,sa875646,"Tyler Phillips",MIA,SP/RP,$1
10899,"Prospects R Us",45862,,sa3025333,"James Tibbs III","LAD AAA",1B/OF,$1
10899,"Prospects R Us",45884,35101,sa3025363,"Sam Antonacci",CHW,2B/3B/OF,$1
10899,"Prospects R Us",21961,17920,sa856266,"Cody Ponce",TOR,SP/RP,$1
10899,"Prospects R Us",32719,19996,sa918185,"Dylan Lee",ATL,RP,$1
10899,"Prospects R Us",34389,23974,sa3006366,"Randy Rodriguez",SFG,RP,$1
10899,"Prospects R Us",43569,,sa3021845,"Franklin Arias","BOS AA",SS,$1
10899,"Prospects R Us",37320,26031,sa3010711,"Vaughn Grissom",LAA,1B/2B/SS/3B,$1
10899,"Prospects R Us",40438,29754,sa3017261,"Sam Bachman",LAA,RP,$1
10899,"Prospects R Us",37171,27552,sa918274,"Graham Ashcraft",CIN,SP/RP,$1
10899,"Prospects R Us",38311,27501,sa3014527,"Justin Foscue",TEX,1B/2B,$1
10899,"Prospects R Us",41050,29357,sa3018298,"Walbert Urena",LAA,SP/RP,$1
10899,"Prospects R Us",42219,31394,sa3019918,"Brooks Baldwin",CHW,2B/SS/3B/OF,$1
10899,"Prospects R Us",42445,31553,sa3020261,"Mason Fluharty",TOR,RP,$1
10899,"Prospects R Us",35300,23789,sa3007742,"Blaze Alexander",BAL,2B/SS/3B/OF,$1
10899,"Prospects R Us",18272,15491,sa737507,"J.P. Crawford",SEA,SS/3B,$1
10908,"South Side Shitshow",37182,25878,sa3010593,"Corbin Carroll",ARI,OF,$54
10908,"South Side Shitshow",18786,17085,sa736473,"Pablo Lopez",MIN,SP,$29
10908,"South Side Shitshow",21052,18525,sa829000,"Dylan Cease",TOR,SP,$24
10908,"South Side Shitshow",6305,10155,sa500736,"Mike Trout",LAA,OF,$22
10908,"South Side Shitshow",42126,31781,sa3020241,"Jackson Holliday",BAL,2B/SS,$18
10908,"South Side Shitshow",37295,25931,sa3010684,"Michael Harris II",ATL,OF,$15
10908,"South Side Shitshow",48240,37120,sa3063258,"Munetaka Murakami",CHW,1B/3B,$15
10908,"South Side Shitshow",9335,9132,sa455169,"Nathan Eovaldi",TEX,SP,$11
10908,"South Side Shitshow",33685,24617,sa3006786,"Jarren Duran",BOS,OF,$11
10908,"South Side Shitshow",42156,31347,sa3019855,"Zach Neto",LAA,SS,$9
10908,"South Side Shitshow",20545,18568,sa828153,"Luis Arraez",SFG,1B/2B,$8
10908,"South Side Shitshow",40941,30122,sa3018106,"Gavin Williams",CLE,SP,$7
10908,"South Side Shitshow",38754,27867,sa3015086,"Cade Smith",CLE,RP,$5
10908,"South Side Shitshow",40714,29995,sa3017698,"Daylen Lile",WSN,OF,$4
10908,"South Side Shitshow",43949,33549,sa3022886,"Kyle Teel",CHW,C,$4
10908,"South Side Shitshow",42175,,sa3020134,"Jett Williams","MIL AAA",2B/SS/3B/OF,$3
10908,"South Side Shitshow",42266,31532,sa3019969,"Spencer Jones",NYY,OF,$3
10908,"South Side Shitshow",38374,27899,sa3014474,"Colt Keith",DET,1B/2B/3B,$3
10908,"South Side Shitshow",40181,29514,sa3016863,"River Ryan","LAD AAA",SP/RP,$3
10908,"South Side Shitshow",23856,14551,sa659463,"Anthony Santander",TOR,OF,$3
10908,"South Side Shitshow",18465,15440,sa621603,"Matthew Boyd",CHC,SP,$3
10908,"South Side Shitshow",37469,26197,sa3011226,"Andrew Vaughn",MIL,1B,$3
10908,"South Side Shitshow",33424,22487,sa922365,"Johan Oviedo",BOS,SP,$3
10908,"South Side Shitshow",47533,,sa3030545,"Liam Doyle","STL AA",SP,$2
10908,"South Side Shitshow",42873,32056,sa3020949,"Noah Schultz",CHW,SP,$2
10908,"South Side Shitshow",42279,31695,sa3019983,"Dylan Beavers",BAL,OF,$2
10908,"South Side Shitshow",37649,26221,sa3011244,"Ryan Pepiot",TBR,SP,$2
10908,"South Side Shitshow",27162,23733,sa3005271,"Ezequiel Duran",TEX,1B/2B/SS/3B/OF,$2
10908,"South Side Shitshow",37234,25756,sa3010616,"Matt Brash",SEA,RP,$2
10908,"South Side Shitshow",36825,25679,sa3009999,"Kevin Kelly",TBR,RP,$1
10908,"South Side Shitshow",47552,,sa3069100,"Ethan Holliday","COL A",SS,$1
10908,"South Side Shitshow",39283,28816,sa3015711,"Denzer Guzman",LAA,SS/3B,$1
10908,"South Side Shitshow",46459,,sa3067261,"Tucker Musgrove","SDP AA",SP/RP,$1
10908,"South Side Shitshow",46397,,sa3067043,"Caleb Bonemer","CHW AA",SS/3B,$1
10908,"South Side Shitshow",39557,29107,sa3016035,"Bradgley Rodriguez",SDP,RP,$1
10908,"South Side Shitshow",44975,,sa3023944,"Edward Florentino","PIT A+",OF,$1
10908,"South Side Shitshow",44659,33573,sa3023557,"Travis Sykora","WSN AA",SP,$1
10908,"South Side Shitshow",44202,33530,sa3022867,"Cooper Pratt",MIL,SS,$1
10908,"South Side Shitshow",18380,16918,sa599729,"Luke Weaver",NYM,RP,$1
10908,"South Side Shitshow",40147,,sa3017022,"Joshua Baez","STL AAA",OF,$1
10908,"South Side Shitshow",42310,31461,sa3020078,"Ben Joyce",LAA,RP,$1
10908,"South Side Shitshow",40496,29805,sa3017330,"TJ Rumfield",COL,1B,$1
10908,"South Side Shitshow",40520,29780,sa3017374,"Joe Mack",MIA,C,$1
10908,"South Side Shitshow",40568,29878,sa3017461,"Sean Burke",CHW,SP/RP,$1
10908,"South Side Shitshow",33679,19899,sa3007582,"Clarke Schmidt",NYY,SP,$1
10908,"South Side Shitshow",45881,,sa3025360,"Kaelen Culpepper","MIN AAA",SS,$1
10925,"Bryce Krispies👨‍🍳",23795,19556,sa943524,"Yordan Alvarez",HOU,OF,$51
10925,"Bryce Krispies👨‍🍳",35204,22267,sa3007593,"Tarik Skubal",DET,SP,$46
10925,"Bryce Krispies👨‍🍳",36671,25436,sa3011526,"George Kirby",SEA,SP,$35
10925,"Bryce Krispies👨‍🍳",37806,26289,sa3011484,"Gunnar Henderson",BAL,SS,$34
10925,"Bryce Krispies👨‍🍳",14934,11493,sa548155,"Manny Machado",SDP,3B,$33
10925,"Bryce Krispies👨‍🍳",14982,11579,sa548033,"Bryce Harper",PHI,1B,$30
10925,"Bryce Krispies👨‍🍳",19328,15998,sa737794,"Cody Bellinger",NYY,OF,$25
10925,"Bryce Krispies👨‍🍳",35196,21390,sa3007584,"Joe Ryan",MIN,SP,$19
10925,"Bryce Krispies👨‍🍳",15962,10310,sa500722,"Zack Wheeler",PHI,SP,$18
10925,"Bryce Krispies👨‍🍳",35939,21636,sa876320,"Jeremy Pena",HOU,SS,$13
10925,"Bryce Krispies👨‍🍳",20975,20778,sa828749,"Cristopher Sanchez",PHI,SP,$8
10925,"Bryce Krispies👨‍🍳",26292,23003,sa3003386,"Yainer Diaz",HOU,C,$7
10925,"Bryce Krispies👨‍🍳",27207,22581,sa3005337,"Alejandro Kirk",TOR,C,$6
10925,"Bryce Krispies👨‍🍳",33217,21837,sa919293,"Jonathan Aranda",TBR,1B,$5
10925,"Bryce Krispies👨‍🍳",38781,27914,sa3015122,"Daniel Palencia",CHC,RP,$4
10925,"Bryce Krispies👨‍🍳",40829,30091,sa3017880,"Andrew Painter","PHI AAA",SP,$4
10925,"Bryce Krispies👨‍🍳",38317,27562,sa3014440,"Austin Wells",NYY,C,$4
10925,"Bryce Krispies👨‍🍳",38334,27473,sa3014421,"Cade Cavalli",WSN,SP,$3
10925,"Bryce Krispies👨‍🍳",21156,16442,sa829141,"Ryan O'Hearn",PIT,1B/OF,$3
10925,"Bryce Krispies👨‍🍳",45064,,sa3024108,"Jesus Made","MIL AA",SS,$3
10925,"Bryce Krispies👨‍🍳",38307,27474,sa3014430,"Max Meyer",MIA,SP,$2
10925,"Bryce Krispies👨‍🍳",26570,19608,sa3004268,"Otto Lopez",MIA,2B/SS,$2
10925,"Bryce Krispies👨‍🍳",33049,20023,sa918679,"Rico Garcia",BAL,RP,$2
10925,"Bryce Krispies👨‍🍳",44052,,sa3022609,"Aidan Miller","PHI AAA",SS,$2
10925,"Bryce Krispies👨‍🍳",37946,25911,sa3011688,"Yennier Cano",BAL,RP,$1
10925,"Bryce Krispies👨‍🍳",42110,31843,sa3020827,"Kumar Rocker",TEX,SP,$1
10925,"Bryce Krispies👨‍🍳",45797,,sa3066592,"Bryce Rainer","DET A+",SS,$1
10925,"Bryce Krispies👨‍🍳",37536,26438,sa1115890,"Dominic Canzone",SEA,OF,$1
10925,"Bryce Krispies👨‍🍳",37304,25979,sa3010695,"Nasim Nunez",WSN,2B/SS,$1
10925,"Bryce Krispies👨‍🍳",18162,14221,sa658226,"Jorge Soler",LAA,OF,$1
10925,"Bryce Krispies👨‍🍳",18449,12730,sa599574,"Nick Martinez",TBR,SP/RP,$1
10925,"Bryce Krispies👨‍🍳",18491,17901,sa738659,"Andrew Benintendi",CHW,OF,$1
10925,"Bryce Krispies👨‍🍳",19649,16530,sa738378,"Mauricio Dubon",ATL,2B/SS/3B/OF,$1
10925,"Bryce Krispies👨‍🍳",22219,19610,sa872528,"Keibert Ruiz",WSN,C,$1
10925,"Bryce Krispies👨‍🍳",23714,13620,sa657963,"Carson Kelly",CHC,C,$1
10925,"Bryce Krispies👨‍🍳",23838,13892,sa658150,"Paul Sewald",ARI,RP,$1
10925,"Bryce Krispies👨‍🍳",23868,20202,sa917944,"Brandon Marsh",PHI,OF,$1
10925,"Bryce Krispies👨‍🍳",30196,19249,sa657573,"Seranthony Dominguez",CHW,RP,$1
10925,"Bryce Krispies👨‍🍳",4374,9218,sa501577,"Paul Goldschmidt",NYY,1B,$1
10925,"Bryce Krispies👨‍🍳",47549,,sa3069164,"Eli Willits","WSN A+",SS,$1
10944,"Si Se Fuentes",18549,19611,sa920245,"Vladimir Guerrero Jr.",TOR,1B,$53
10944,"Si Se Fuentes",23625,21846,sa917938,"Cole Ragans",KCR,SP,$22
10944,"Si Se Fuentes",22674,18360,sa874756,"Austin Riley",ATL,3B,$16
10944,"Si Se Fuentes",37094,27676,sa1115762,"Vinnie Pasquantino",KCR,1B,$16
10944,"Si Se Fuentes",23831,20036,sa920275,"Isaac Paredes",HOU,1B/3B,$16
10944,"Si Se Fuentes",37257,26288,sa3011643,"Adley Rutschman",BAL,C,$16
10944,"Si Se Fuentes",21039,17312,sa828960,"Justin Steele",CHC,RP,$12
10944,"Si Se Fuentes",13117,12161,sa550735,"Xander Bogaerts",SDP,SS,$9
10944,"Si Se Fuentes",23794,22264,sa3004765,"Shane Baz",BAL,SP,$8
10944,"Si Se Fuentes",37531,26294,sa3011443,"Bryson Stott",PHI,2B/SS,$6
10944,"Si Se Fuentes",33670,23796,sa3008436,"Ryan Weathers",NYY,SP,$6
10944,"Si Se Fuentes",42409,31812,sa3020211,"Roman Anthony",BOS,OF,$6
10944,"Si Se Fuentes",33645,22266,sa3007018,"Xavier Edwards",MIA,2B/SS,$5
10944,"Si Se Fuentes",45709,34967,sa3025129,"Travis Bazzana",CLE,2B,$5
10944,"Si Se Fuentes",40978,30134,sa3018170,"Tanner Bibee",CLE,SP,$5
10944,"Si Se Fuentes",27208,22210,sa3005339,"Jeremiah Estrada",SDP,RP,$5
10944,"Si Se Fuentes",45714,35108,sa3025358,"Cam Smith",HOU,OF,$5
10944,"Si Se Fuentes",42193,31382,sa3019892,"Dalton Rushing",LAD,C,$4
10944,"Si Se Fuentes",40937,30184,sa3018097,"Noah Cameron",KCR,SP,$4
10944,"Si Se Fuentes",40255,29576,sa3016974,"Ben Rice",NYY,C/1B,$4
10944,"Si Se Fuentes",35367,22543,sa3007839,"Taj Bradley",MIN,SP,$4
10944,"Si Se Fuentes",43841,32157,sa3022324,"Jonah Tong","NYM AAA",SP,$3
10944,"Si Se Fuentes",43988,,sa3022894,"Walker Jenkins","MIN AAA",OF,$3
10944,"Si Se Fuentes",48241,37124,sa3062955,"Tatsuya Imai",HOU,SP,$3
10944,"Si Se Fuentes",45018,,sa3023987,"Rainiel Rodriguez","STL AA",C,$3
10944,"Si Se Fuentes",44147,33390,sa3022757,"Bryce Eldridge",SFG,1B,$3
10944,"Si Se Fuentes",44114,,sa3022703,"Zyhir Hope","LAD AA",OF,$2
10944,"Si Se Fuentes",44286,33656,sa3022963,"A.J. Ewing",NYM,OF,$2
10944,"Si Se Fuentes",45090,,sa3024134,"Luis Pena","MIL A+",2B/SS,$2
10944,"Si Se Fuentes",45739,35423,sa3038253,"Braden Montgomery",CHW,OF,$2
10944,"Si Se Fuentes",44223,33572,sa3022895,"Kevin McGonigle",DET,SS/3B,$2
10944,"Si Se Fuentes",37174,26466,sa918808,"Matt Wallner","MIN AAA",OF,$2
10944,"Si Se Fuentes",41342,,sa3018591,"Josue De Paula","LAD AA",OF,$2
10944,"Si Se Fuentes",47653,,sa3031104,"Anthony Eyanson","BOS AA",SP,$1
10944,"Si Se Fuentes",46358,,sa3067131,"Ryan Sloan","SEA AA",SP,$1
10944,"Si Se Fuentes",40097,30203,sa3018054,"Jackson Jobe",DET,SP,$1
10944,"Si Se Fuentes",19520,17170,sa738213,"Gabe Speier",SEA,RP,$1
10944,"Si Se Fuentes",38366,27475,sa3014464,"Jordan Walker",STL,OF,$1
10944,"Si Se Fuentes",37458,26143,sa3010899,"Troy Johnston",COL,1B/OF,$1
10944,"Si Se Fuentes",42741,31893,sa3020707,"Robby Snelling",MIA,SP/RP,$1
10944,"Si Se Fuentes",44512,33482,sa3023361,"Chase Dollander",COL,SP/RP,$1
10944,"Si Se Fuentes",26800,22872,sa3004650,"Yoendrys Gomez",MIN,SP/RP,$1
10944,"Si Se Fuentes",41419,30375,sa3018808,"Jarlin Susana","WSN AA",SP,$1
10944,"Si Se Fuentes",41452,30661,sa3018841,"Didier Fuentes",ATL,SP/RP,$1
10944,"Si Se Fuentes",8550,7048,sa389855,"Fernando Cruz",NYY,RP,$1
10944,"Si Se Fuentes",38386,27787,sa3014487,"Will Klein",LAD,RP,$1
10974,"Ketel Corn",5680,5361,sa390291,"Freddie Freeman",LAD,1B,$33
10974,"Ketel Corn",18466,13613,sa597026,"Ketel Marte",ARI,2B,$28
10974,"Ketel Corn",36922,25768,sa3010152,"CJ Abrams",WSN,SS,$25
10974,"Ketel Corn",23825,19326,sa873683,"Bryan Reynolds",PIT,OF,$22
10974,"Ketel Corn",32291,21711,sa917318,"Oneil Cruz",PIT,OF,$19
10974,"Ketel Corn",12398,11609,sa508176,"Willson Contreras",BOS,1B,$18
10974,"Ketel Corn",23824,22182,sa3005315,"Hunter Greene",CIN,SP,$17
10974,"Ketel Corn",18196,14107,sa548347,"Kevin Gausman",TOR,SP,$15
10974,"Ketel Corn",36686,26378,sa917947,"Nick Lodolo",CIN,SP,$11
10974,"Ketel Corn",42723,31838,,"Kodai Senga",NYM,SP,$11
10974,"Ketel Corn",18391,14212,sa658473,"Josh Hader",HOU,RP,$11
10974,"Ketel Corn",44524,33824,sa3012640,"Jung Hoo Lee",SFG,OF,$10
10974,"Ketel Corn",44515,33666,sa3023308,"Connelly Early",BOS,SP,$9
10974,"Ketel Corn",18255,13301,sa503373,"Max Muncy",LAD,3B,$9
10974,"Ketel Corn",22651,18138,sa874172,"Ryan Helsley",BAL,RP,$9
10974,"Ketel Corn",42719,31872,sa3020860,"Cade Horton",CHC,SP,$8
10974,"Ketel Corn",40260,29976,sa3017662,"Jordan Lawlar",ARI,2B/SS/3B/OF,$8
10974,"Ketel Corn",33612,24492,sa3008130,"Grayson Rodriguez","LAA CPX",SP,$7
10974,"Ketel Corn",6130,10324,sa503013,"Marcell Ozuna",PIT,Util,$7
10974,"Ketel Corn",23745,19287,sa908695,"Adolis García",PHI,OF,$6
10974,"Ketel Corn",31703,19470,sa873704,"Tommy Edman",LAD,2B/3B/OF,$6
10974,"Ketel Corn",33194,19407,sa919082,"Ronel Blanco",HOU,SP,$6
10974,"Ketel Corn",19268,15816,sa737560,"Devin Williams",NYM,RP,$6
10974,"Ketel Corn",38388,27467,sa3014489,"Tyler Soderstrom",ATH,1B/OF,$6
10974,"Ketel Corn",26099,20599,sa3003191,"Ivan Herrera",STL,C,$6
10974,"Ketel Corn",37635,28080,sa3014696,"Jasson Dominguez",NYY,OF,$5
10974,"Ketel Corn",45713,34985,sa3025154,"JJ Wetherholt",STL,2B/SS,$5
10974,"Ketel Corn",18116,13125,sa454389,"Gerrit Cole",NYY,SP,$5
10974,"Ketel Corn",18422,17130,sa830702,"Raisel Iglesias",ATL,RP,$5
10974,"Ketel Corn",27074,23590,sa3005122,"Ben Brown",CHC,SP/RP,$5
10974,"Ketel Corn",23373,21052,sa877821,"Luis Gil",NYY,SP,$5
10974,"Ketel Corn",14864,11739,sa548255,"J.T. Realmuto",PHI,C,$4
10974,"Ketel Corn",33325,21690,sa920423,"Edward Cabrera",CHC,SP,$3
10974,"Ketel Corn",42991,,sa3021069,"Sebastian Walcott","TEX AA",SS,$3
10974,"Ketel Corn",45721,,sa3025544,"Hagen Smith","CHW AAA",SP,$3
10974,"Ketel Corn",42304,31580,sa3020011,"Chase Meidroth",CHW,2B/SS,$3
10974,"Ketel Corn",40615,29921,sa3017537,"Spencer Arrighetti",HOU,SP,$2
10974,"Ketel Corn",42308,31468,sa3020076,"Jack Perkins",ATH,SP/RP,$1
10974,"Ketel Corn",4514,3137,sa326473,"Max Scherzer","TOR A+",SP,$1
10974,"Ketel Corn",41865,,sa3019390,"Carlos Lagrange","NYY AAA",SP/RP,$1
10974,"Ketel Corn",26915,23401,sa3004817,"Jose Caballero",NYY,2B/SS/3B/OF,$1
10974,"Ketel Corn",18303,15518,sa732115,"Amed Rosario",NYY,2B/3B,$1
10974,"Ketel Corn",38412,27779,sa3014515,"Bryce Elder",ATL,SP,$1
10974,"Ketel Corn",31488,19804,sa739000,"Bryan Baker",TBR,RP,$1
